Date,Country,City,Specie,count,min,max,median,variance
11/12/2020,VN,Hai Phong,pm10,24,22,49,30,489.27
02/04/2020,VN,Hai Phong,pm10,18,9,30,17,744.18
06/11/2020,VN,Hai Phong,pm10,24,63,92,71,816.23
20/01/2021,VN,Hai Phong,pm10,15,21,32,23,156
06/03/2020,VN,Hai Phong,pm10,20,6,20,12,304.08
09/07/2020,VN,Hai Phong,pm10,24,15,32,20,246.3
25/07/2020,VN,Hai Phong,pm10,24,6,18,8,72.16
16/10/2020,VN,Hai Phong,pm10,24,18,30,27,168.68
19/10/2020,VN,Hai Phong,pm10,24,13,25,17,123.03
23/11/2020,VN,Hai Phong,pm10,24,17,52,40,1349.78
13/12/2020,VN,Hai Phong,pm10,24,19,51,23,975.65
27/02/2020,VN,Hai Phong,pm10,54,1,65,16,1920.41
17/04/2020,VN,Hai Phong,pm10,24,5,12,10,50.27
01/09/2020,VN,Hai Phong,pm10,24,22,56,34,1129.11
09/10/2020,VN,Hai Phong,pm10,24,11,24,16,96.94
25/10/2020,VN,Hai Phong,pm10,24,34,95,66,2876.74
12/01/2021,VN,Hai Phong,pm10,24,11,40,24,544.93
05/03/2020,VN,Hai Phong,pm10,23,3,13,6,73.32
18/03/2020,VN,Hai Phong,pm10,18,6,24,11,508.89
18/08/2020,VN,Hai Phong,pm10,13,1,1,1,0
07/09/2020,VN,Hai Phong,pm10,24,9,32,14,635.63
12/09/2020,VN,Hai Phong,pm10,21,2,2,2,0
21/03/2020,VN,Hai Phong,pm10,19,1,1,1,0
19/08/2020,VN,Hai Phong,pm10,11,1,1,1,0
24/08/2020,VN,Hai Phong,pm10,12,12,21,13,60.91
10/08/2020,VN,Hai Phong,pm10,18,11,22,15,155.56
23/09/2020,VN,Hai Phong,pm10,24,7,20,13,168.7
29/09/2020,VN,Hai Phong,pm10,24,19,33,27,142.01
19/12/2020,VN,Hai Phong,pm10,23,1,10,1,41.3
18/01/2021,VN,Hai Phong,pm10,24,14,27,21,114.33
13/04/2020,VN,Hai Phong,pm10,24,9,24,13,163.41
30/06/2020,VN,Hai Phong,pm10,24,11,17,13,27.75
07/08/2020,VN,Hai Phong,pm10,24,7,19,15,106.79
06/09/2020,VN,Hai Phong,pm10,24,8,13,10,14.33
01/04/2020,VN,Hai Phong,pm10,8,19,45,42,980
09/04/2020,VN,Hai Phong,pm10,24,17,37,23,380.27
15/07/2020,VN,Hai Phong,pm10,24,10,20,12,77.37
25/08/2020,VN,Hai Phong,pm10,24,13,31,23,155.49
07/11/2020,VN,Hai Phong,pm10,24,28,60,48,820.58
10/01/2021,VN,Hai Phong,pm10,24,12,28,19,284.93
03/03/2020,VN,Hai Phong,pm10,9,10,18,12,54.44
18/04/2020,VN,Hai Phong,pm10,24,7,16,12,60
22/04/2020,VN,Hai Phong,pm10,24,8,23,13,227.23
19/06/2020,VN,Hai Phong,pm10,24,11,18,12,42.61
29/11/2020,VN,Hai Phong,pm10,24,8,20,16,119.55
31/12/2020,VN,Hai Phong,pm10,24,14,45,32,1036.74
05/01/2021,VN,Hai Phong,pm10,24,27,61,32,765.2
27/07/2020,VN,Hai Phong,pm10,18,9,27,20,474.12
24/06/2020,VN,Hai Phong,pm10,72,8,37,21,385.23
03/10/2020,VN,Hai Phong,pm10,24,14,30,18,166.01
06/04/2020,VN,Hai Phong,pm10,24,3,7,4,16.5
09/06/2020,VN,Hai Phong,pm10,24,7,28,16,240.58
14/07/2020,VN,Hai Phong,pm10,24,10,20,14,107.54
30/07/2020,VN,Hai Phong,pm10,24,12,36,16,297.37
22/12/2020,VN,Hai Phong,pm10,24,21,40,31,373.02
29/12/2020,VN,Hai Phong,pm10,24,13,81,37,4455.05
10/06/2020,VN,Hai Phong,pm10,24,10,22,16,101.29
01/10/2020,VN,Hai Phong,pm10,24,14,33,20,358.97
10/10/2020,VN,Hai Phong,pm10,24,12,33,20,359.98
13/10/2020,VN,Hai Phong,pm10,24,16,50,32,699.11
17/10/2020,VN,Hai Phong,pm10,24,12,18,14,41.96
27/11/2020,VN,Hai Phong,pm10,24,20,37,28,124.35
02/07/2020,VN,Hai Phong,pm10,24,7,13,11,31.29
23/07/2020,VN,Hai Phong,pm10,24,5,21,9,179.55
22/09/2020,VN,Hai Phong,pm10,24,9,17,12,59.98
30/09/2020,VN,Hai Phong,pm10,24,15,26,20,80.42
05/11/2020,VN,Hai Phong,pm10,24,60,109,76,1713.62
15/06/2020,VN,Hai Phong,pm10,24,5,15,12,92.75
29/06/2020,VN,Hai Phong,pm10,24,11,16,14,20.8
24/09/2020,VN,Hai Phong,pm10,24,13,45,20,596.45
13/08/2020,VN,Hai Phong,pm10,24,9,16,11,40.58
31/10/2020,VN,Hai Phong,pm10,11,1,1,1,0
04/04/2020,VN,Hai Phong,pm10,24,3,23,6,332.1
15/09/2020,VN,Hai Phong,pm10,24,13,33,23,370.42
08/01/2021,VN,Hai Phong,pm10,24,5,20,12,122.59
28/06/2020,VN,Hai Phong,pm10,39,13,23,17,74.59
28/08/2020,VN,Hai Phong,pm10,24,12,19,15,43.75
02/09/2020,VN,Hai Phong,pm10,24,20,37,25,321.45
10/09/2020,VN,Hai Phong,pm10,24,8,20,12,172.88
25/11/2020,VN,Hai Phong,pm10,24,20,28,25,25.14
15/04/2020,VN,Hai Phong,pm10,24,11,24,13,100.42
28/09/2020,VN,Hai Phong,pm10,24,14,27,19,234.78
05/10/2020,VN,Hai Phong,pm10,24,22,57,28,757.66
14/10/2020,VN,Hai Phong,pm10,24,2,14,4,88.7
03/04/2020,VN,Hai Phong,pm10,14,24,35,28,187.97
07/04/2020,VN,Hai Phong,pm10,23,3,22,8,328.38
21/04/2020,VN,Hai Phong,pm10,24,6,11,9,25.2
06/07/2020,VN,Hai Phong,pm10,24,10,22,19,113.32
09/08/2020,VN,Hai Phong,pm10,24,7,17,13,102.16
14/08/2020,VN,Hai Phong,pm10,24,6,17,11,107.75
21/09/2020,VN,Hai Phong,pm10,24,8,22,14,204.27
21/10/2020,VN,Hai Phong,pm10,24,13,44,23,1171.14
04/03/2020,VN,Hai Phong,pm10,21,3,21,7,376.9
13/07/2020,VN,Hai Phong,pm10,24,11,16,13,19.11
12/12/2020,VN,Hai Phong,pm10,24,16,72,23,2545.8
16/03/2020,VN,Hai Phong,pm10,24,4,51,16,2635.36
23/03/2020,VN,Hai Phong,pm10,18,1,28,23,1064.18
20/04/2020,VN,Hai Phong,pm10,24,7,13,10,17.81
21/06/2020,VN,Hai Phong,pm10,24,13,27,23,212.88
06/08/2020,VN,Hai Phong,pm10,24,6,19,9,162.61
11/08/2020,VN,Hai Phong,pm10,16,11,21,14,90.29
04/10/2020,VN,Hai Phong,pm10,24,14,35,22,338.19
15/10/2020,VN,Hai Phong,pm10,24,2,16,5,115.65
14/01/2021,VN,Hai Phong,pm10,24,15,33,20,198.68
16/01/2021,VN,Hai Phong,pm10,24,15,28,24,216.79
25/09/2020,VN,Hai Phong,pm10,24,19,31,25,101.09
15/12/2020,VN,Hai Phong,pm10,24,1,16,2,304.27
23/08/2020,VN,Hai Phong,pm10,14,9,20,12,92.31
29/08/2020,VN,Hai Phong,pm10,24,14,27,17,104.76
20/10/2020,VN,Hai Phong,pm10,24,13,37,22,378.84
18/12/2020,VN,Hai Phong,pm10,24,4,55,11,1976.36
20/12/2020,VN,Hai Phong,pm10,7,1,1,1,0
29/02/2020,VN,Hai Phong,pm10,44,10,31,17,325.5
04/08/2020,VN,Hai Phong,pm10,24,5,14,11,64.33
11/09/2020,VN,Hai Phong,pm10,24,2,18,2,333.62
14/09/2020,VN,Hai Phong,pm10,4,22,28,25,62.5
17/09/2020,VN,Hai Phong,pm10,24,17,38,26,388.62
15/01/2021,VN,Hai Phong,pm10,24,11,46,17,1288.04
16/10/2020,VN,Hai Phong,so2,24,17,18,17,0.8
06/11/2020,VN,Hai Phong,so2,11,18,19,18,2.73
08/07/2020,VN,Hai Phong,so2,17,14,62,20,1196.84
02/08/2020,VN,Hai Phong,so2,2,20,20,20,0
15/08/2020,VN,Hai Phong,so2,24,20,20,20,0
15/12/2020,VN,Hai Phong,so2,24,2,13,4,123.19
20/12/2020,VN,Hai Phong,so2,24,3,16,6,146.3
21/09/2020,VN,Hai Phong,so2,24,16,17,16,2.45
22/09/2020,VN,Hai Phong,so2,21,16,17,16,1.9
21/10/2020,VN,Hai Phong,so2,24,19,21,19,4.35
24/12/2020,VN,Hai Phong,so2,24,2,16,5,147.23
08/04/2020,VN,Hai Phong,so2,23,6,32,12,677.47
09/08/2020,VN,Hai Phong,so2,16,19,22,20,4.62
10/12/2020,VN,Hai Phong,so2,24,3,43,5,1086.07
24/07/2020,VN,Hai Phong,so2,18,19,22,19,7.32
06/10/2020,VN,Hai Phong,so2,24,16,18,17,4.06
17/01/2021,VN,Hai Phong,so2,24,3,11,4,41.67
09/03/2020,VN,Hai Phong,so2,8,17,38,23,499.29
11/03/2020,VN,Hai Phong,so2,18,17,59,26,1521.05
10/08/2020,VN,Hai Phong,so2,18,18,22,20,5.26
01/01/2021,VN,Hai Phong,so2,24,2,36,3,664.77
16/01/2021,VN,Hai Phong,so2,24,4,29,8,571.02
12/03/2020,VN,Hai Phong,so2,14,17,56,18,1021.54
05/07/2020,VN,Hai Phong,so2,2,19,19,19,0
22/12/2020,VN,Hai Phong,so2,24,5,51,9,1262.83
15/11/2020,VN,Hai Phong,so2,24,17,20,17,10.42
07/03/2020,VN,Hai Phong,so2,18,17,50,19,597.03
25/04/2020,VN,Hai Phong,so2,12,26,40,29,178.18
10/07/2020,VN,Hai Phong,so2,24,15,26,16,220.27
08/11/2020,VN,Hai Phong,so2,2,18,18,18,0
12/06/2020,VN,Hai Phong,so2,24,19,22,20,2.54
26/10/2020,VN,Hai Phong,so2,24,18,19,18,2.16
04/11/2020,VN,Hai Phong,so2,12,18,18,18,0
13/07/2020,VN,Hai Phong,so2,24,14,27,17,224.76
27/09/2020,VN,Hai Phong,so2,24,16,49,17,661.09
08/12/2020,VN,Hai Phong,so2,24,2,15,4,111.29
16/03/2020,VN,Hai Phong,so2,24,18,40,23,442.45
21/03/2020,VN,Hai Phong,so2,19,18,35,20,262.75
11/07/2020,VN,Hai Phong,so2,24,16,32,21,284.93
28/12/2020,VN,Hai Phong,so2,24,2,4,3,2.83
31/12/2020,VN,Hai Phong,so2,24,2,9,2,50.27
20/04/2020,VN,Hai Phong,so2,24,23,24,24,2.45
22/07/2020,VN,Hai Phong,so2,24,19,21,19,2.59
15/09/2020,VN,Hai Phong,so2,24,16,18,16,5.05
12/12/2020,VN,Hai Phong,so2,24,2,10,3,46.5
01/04/2020,VN,Hai Phong,so2,8,25,46,27,712.68
13/10/2020,VN,Hai Phong,so2,24,17,20,18,11.14
15/10/2020,VN,Hai Phong,so2,24,17,18,17,0.42
06/01/2021,VN,Hai Phong,so2,24,4,31,5,386.88
24/04/2020,VN,Hai Phong,so2,24,24,30,26,32.88
27/06/2020,VN,Hai Phong,so2,48,9,19,11,211.9
28/10/2020,VN,Hai Phong,so2,24,18,19,18,1.14
01/07/2020,VN,Hai Phong,so2,21,19,41,19,270.62
06/12/2020,VN,Hai Phong,so2,24,2,29,6,507.83
09/04/2020,VN,Hai Phong,so2,24,25,68,28,1245.8
14/04/2020,VN,Hai Phong,so2,24,24,47,31,481.45
22/04/2020,VN,Hai Phong,so2,24,23,48,28,517.66
07/09/2020,VN,Hai Phong,so2,24,17,20,18,6.88
14/09/2020,VN,Hai Phong,so2,4,16,16,16,0
16/09/2020,VN,Hai Phong,so2,24,16,17,16,0.42
29/11/2020,VN,Hai Phong,so2,24,17,24,20,37.37
04/12/2020,VN,Hai Phong,so2,24,1,174,17,14546.9
02/03/2020,VN,Hai Phong,so2,15,20,38,26,469.24
30/06/2020,VN,Hai Phong,so2,12,19,19,19,0
25/08/2020,VN,Hai Phong,so2,24,17,21,18,14.62
18/01/2021,VN,Hai Phong,so2,24,3,43,8,628.68
05/11/2020,VN,Hai Phong,so2,12,18,18,18,0
25/12/2020,VN,Hai Phong,so2,24,3,22,4,174.49
03/04/2020,VN,Hai Phong,so2,14,22,48,37,853.41
09/07/2020,VN,Hai Phong,so2,24,15,26,17,210.36
20/10/2020,VN,Hai Phong,so2,24,19,22,20,7.81
26/11/2020,VN,Hai Phong,so2,24,18,35,19,224.33
01/12/2020,VN,Hai Phong,so2,24,17,23,18,29.55
10/09/2020,VN,Hai Phong,so2,24,9,27,17,73.32
28/09/2020,VN,Hai Phong,so2,24,16,31,17,88.41
14/11/2020,VN,Hai Phong,so2,24,17,23,18,14.71
13/04/2020,VN,Hai Phong,so2,24,23,45,26,209.11
12/11/2020,VN,Hai Phong,so2,24,18,21,18,5.92
11/01/2021,VN,Hai Phong,so2,24,2,6,3,13.75
10/06/2020,VN,Hai Phong,so2,24,20,28,20,45.63
19/06/2020,VN,Hai Phong,so2,24,19,20,19,0.42
26/06/2020,VN,Hai Phong,so2,71,9,20,12,156
26/07/2020,VN,Hai Phong,so2,20,19,23,19,13.13
26/12/2020,VN,Hai Phong,so2,24,5,28,11,476.07
20/03/2020,VN,Hai Phong,so2,19,21,50,29,1121.75
08/06/2020,VN,Hai Phong,so2,24,20,25,20,13.84
09/06/2020,VN,Hai Phong,so2,24,20,22,20,2.32
11/12/2020,VN,Hai Phong,so2,24,2,20,6,199.06
20/01/2021,VN,Hai Phong,so2,15,3,11,4,67.81
07/04/2020,VN,Hai Phong,so2,23,10,28,23,316.32
21/08/2020,VN,Hai Phong,so2,23,16,27,17,96.8
03/11/2020,VN,Hai Phong,so2,24,18,18,18,0
14/10/2020,VN,Hai Phong,so2,24,17,18,18,2.45
22/11/2020,VN,Hai Phong,so2,24,17,23,19,25.63
03/07/2020,VN,Hai Phong,so2,21,19,21,19,4.14
16/07/2020,VN,Hai Phong,so2,24,19,19,19,0
22/08/2020,VN,Hai Phong,so2,24,16,33,17,170.85
17/08/2020,VN,Hai Phong,so2,12,20,22,20,6.36
23/12/2020,VN,Hai Phong,so2,24,2,30,7,758.68
03/03/2020,VN,Hai Phong,so2,9,17,19,17,4.44
02/07/2020,VN,Hai Phong,so2,24,19,19,19,0
19/07/2020,VN,Hai Phong,so2,2,19,19,19,0
23/07/2020,VN,Hai Phong,so2,21,19,19,19,0
30/07/2020,VN,Hai Phong,so2,24,19,20,20,0.8
18/08/2020,VN,Hai Phong,so2,24,20,21,20,0.42
20/11/2020,VN,Hai Phong,so2,24,17,19,18,3.41
06/03/2020,VN,Hai Phong,so2,20,17,62,21,1195.26
06/04/2020,VN,Hai Phong,so2,24,22,28,24,23.46
21/07/2020,VN,Hai Phong,so2,20,18,20,19,1.05
15/03/2020,VN,Hai Phong,so2,11,21,35,32,364.18
12/07/2020,VN,Hai Phong,so2,24,14,28,16,233.89
04/01/2021,VN,Hai Phong,so2,24,4,39,6,824.93
12/09/2020,VN,Hai Phong,so2,24,16,18,17,4.18
10/03/2020,VN,Hai Phong,so2,13,17,21,19,13.08
19/10/2020,VN,Hai Phong,so2,24,18,20,19,2.16
05/08/2020,VN,Hai Phong,so2,24,20,22,20,1.67
28/06/2020,VN,Hai Phong,so2,17,9,19,10,99.71
06/07/2020,VN,Hai Phong,so2,24,19,23,19,9.4
03/09/2020,VN,Hai Phong,so2,24,17,30,17,150.85
09/09/2020,VN,Hai Phong,so2,24,17,21,17,18.19
01/03/2020,VN,Hai Phong,so2,47,9,22,17,111.98
27/07/2020,VN,Hai Phong,so2,18,19,22,19,15.29
12/08/2020,VN,Hai Phong,so2,20,20,20,20,0
24/09/2020,VN,Hai Phong,so2,24,16,40,17,294.71
26/09/2020,VN,Hai Phong,so2,24,16,17,16,2.32
01/10/2020,VN,Hai Phong,so2,24,16,17,17,1.14
18/04/2020,VN,Hai Phong,so2,24,23,24,24,2.45
23/08/2020,VN,Hai Phong,so2,14,16,36,17,401.32
13/09/2020,VN,Hai Phong,so2,6,17,18,17,3
10/01/2021,VN,Hai Phong,so2,24,3,16,4,186.01
14/07/2020,VN,Hai Phong,so2,24,15,37,23,373.89
25/07/2020,VN,Hai Phong,so2,24,19,20,19,0.42
09/10/2020,VN,Hai Phong,so2,12,17,21,19,23.33
20/07/2020,VN,Hai Phong,so2,23,19,20,19,0.43
04/08/2020,VN,Hai Phong,so2,13,16,22,20,18.97
23/09/2020,VN,Hai Phong,so2,24,16,17,16,1.72
11/11/2020,VN,Hai Phong,so2,24,17,25,18,31.58
12/01/2021,VN,Hai Phong,so2,24,2,19,9,224.76
16/04/2020,VN,Hai Phong,so2,23,21,27,24,12.37
11/06/2020,VN,Hai Phong,so2,24,20,26,20,30.43
17/06/2020,VN,Hai Phong,so2,24,5,36,19,219.06
27/10/2020,VN,Hai Phong,so2,24,18,19,18,2.59
25/11/2020,VN,Hai Phong,so2,24,13,21,18,24.76
02/01/2021,VN,Hai Phong,so2,24,2,39,4,1246.3
11/04/2020,VN,Hai Phong,so2,24,23,29,26,25.14
23/04/2020,VN,Hai Phong,so2,24,24,57,27,717.1
29/09/2020,VN,Hai Phong,so2,24,16,21,18,18.84
06/09/2020,VN,Hai Phong,so2,19,7,17,17,52.63
03/01/2021,VN,Hai Phong,so2,24,2,8,4,30.36
23/10/2020,VN,Hai Phong,so2,24,17,18,18,2.54
09/11/2020,VN,Hai Phong,so2,15,17,18,18,2.38
30/11/2020,VN,Hai Phong,so2,24,17,26,18,57.66
05/01/2021,VN,Hai Phong,so2,24,4,6,5,6.01
17/03/2020,VN,Hai Phong,so2,19,17,18,17,0.53
15/04/2020,VN,Hai Phong,so2,24,24,50,27,350.42
19/04/2020,VN,Hai Phong,so2,24,23,24,23,2.16
17/11/2020,VN,Hai Phong,so2,24,17,18,18,2.45
18/11/2020,VN,Hai Phong,so2,24,17,19,17,2.01
14/12/2020,VN,Hai Phong,so2,22,2,7,3,35.41
05/03/2020,VN,Hai Phong,so2,23,17,25,20,56.36
14/06/2020,VN,Hai Phong,so2,8,20,22,20,9.82
16/06/2020,VN,Hai Phong,so2,24,20,20,20,0
04/03/2020,VN,Hai Phong,so2,21,16,30,19,141.14
20/08/2020,VN,Hai Phong,so2,10,15,84,17,7395.67
29/08/2020,VN,Hai Phong,so2,24,17,32,17,93.89
05/09/2020,VN,Hai Phong,so2,14,5,25,17,180.93
22/10/2020,VN,Hai Phong,so2,24,17,24,18,45.8
02/12/2020,VN,Hai Phong,so2,24,12,38,19,196.45
13/01/2021,VN,Hai Phong,so2,24,4,43,7,671.23
14/01/2021,VN,Hai Phong,so2,24,3,28,5,474.49
24/08/2020,VN,Hai Phong,so2,12,16,18,17,1.82
18/09/2020,VN,Hai Phong,so2,24,16,17,16,0.42
10/11/2020,VN,Hai Phong,so2,24,17,21,18,7.81
02/04/2020,VN,Hai Phong,so2,18,23,30,25,58.3
28/08/2020,VN,Hai Phong,so2,24,17,19,17,2.83
04/10/2020,VN,Hai Phong,so2,24,17,20,18,6.01
18/10/2020,VN,Hai Phong,so2,18,16,54,19,745
21/11/2020,VN,Hai Phong,so2,24,17,18,17,1.96
24/11/2020,VN,Hai Phong,so2,24,18,31,19,157.97
28/02/2020,VN,Hai Phong,so2,48,9,28,17,220.95
24/03/2020,VN,Hai Phong,so2,18,17,36,18,344.18
01/08/2020,VN,Hai Phong,so2,12,20,20,20,0
09/01/2021,VN,Hai Phong,so2,24,3,22,13,499.13
08/10/2020,VN,Hai Phong,so2,24,17,21,19,16.07
11/10/2020,VN,Hai Phong,so2,14,8,76,17,2565.93
29/02/2020,VN,Hai Phong,so2,44,9,45,17,718.87
11/09/2020,VN,Hai Phong,so2,24,16,17,17,1.72
25/09/2020,VN,Hai Phong,so2,24,16,20,17,9.78
23/06/2020,VN,Hai Phong,so2,72,9,26,13,145.98
08/01/2021,VN,Hai Phong,so2,24,2,15,10,157.97
07/10/2020,VN,Hai Phong,so2,24,17,21,18,17.61
18/12/2020,VN,Hai Phong,so2,24,2,15,10,137.81
17/04/2020,VN,Hai Phong,so2,24,24,25,24,1.96
21/04/2020,VN,Hai Phong,so2,24,23,24,23,2.61
20/09/2020,VN,Hai Phong,so2,24,16,20,17,8.24
19/08/2020,VN,Hai Phong,so2,21,20,100,20,3008.62
28/11/2020,VN,Hai Phong,so2,24,17,23,18,31.14
22/03/2020,VN,Hai Phong,so2,24,17,18,17,2.54
08/08/2020,VN,Hai Phong,so2,24,20,20,20,0
14/08/2020,VN,Hai Phong,so2,16,8,21,20,124.29
09/12/2020,VN,Hai Phong,so2,23,2,31,4,804.39
27/12/2020,VN,Hai Phong,so2,18,1,42,4,825.26
19/01/2021,VN,Hai Phong,so2,24,3,30,4,407.83
20/06/2020,VN,Hai Phong,so2,24,18,19,19,0.42
16/08/2020,VN,Hai Phong,so2,2,20,20,20,0
03/12/2020,VN,Hai Phong,so2,24,17,24,18,47.37
30/09/2020,VN,Hai Phong,so2,24,16,25,17,35.63
29/10/2020,VN,Hai Phong,so2,24,16,18,17,3.03
05/12/2020,VN,Hai Phong,so2,23,1,17,4,172.69
07/12/2020,VN,Hai Phong,so2,24,2,40,5,1009.98
15/06/2020,VN,Hai Phong,so2,24,20,21,20,1.14
17/07/2020,VN,Hai Phong,so2,15,19,25,19,44.1
19/09/2020,VN,Hai Phong,so2,24,16,17,16,0.8
07/11/2020,VN,Hai Phong,so2,24,18,18,18,0
19/11/2020,VN,Hai Phong,so2,24,17,19,18,4.28
13/06/2020,VN,Hai Phong,so2,24,20,21,20,0.42
06/08/2020,VN,Hai Phong,so2,24,18,23,20,8.1
12/10/2020,VN,Hai Phong,so2,24,18,20,19,3.89
03/08/2020,VN,Hai Phong,so2,12,20,20,20,0
19/12/2020,VN,Hai Phong,so2,24,3,17,10,116.23
08/03/2020,VN,Hai Phong,so2,18,17,17,17,0
22/06/2020,VN,Hai Phong,so2,57,11,26,18,136.58
24/06/2020,VN,Hai Phong,so2,72,7,125,13,1801.69
04/04/2020,VN,Hai Phong,so2,24,22,29,23,28.91
08/09/2020,VN,Hai Phong,so2,24,17,25,19,32.1
16/12/2020,VN,Hai Phong,so2,24,2,19,12,422.59
28/07/2020,VN,Hai Phong,so2,15,18,33,19,132.1
26/08/2020,VN,Hai Phong,so2,24,17,22,18,22.32
01/09/2020,VN,Hai Phong,so2,24,17,24,18,36.45
05/10/2020,VN,Hai Phong,so2,24,17,23,17,31.23
17/10/2020,VN,Hai Phong,so2,24,17,19,18,2.16
17/12/2020,VN,Hai Phong,so2,24,2,14,5,125.8
29/12/2020,VN,Hai Phong,so2,24,2,6,3,7.83
30/12/2020,VN,Hai Phong,so2,24,2,6,2,11.23
29/07/2020,VN,Hai Phong,so2,24,16,24,20,27.75
07/08/2020,VN,Hai Phong,so2,24,17,22,20,5.63
17/09/2020,VN,Hai Phong,so2,24,16,27,16,51.88
15/01/2021,VN,Hai Phong,so2,24,2,37,4,853.84
16/11/2020,VN,Hai Phong,so2,23,17,18,17,1.78
31/07/2020,VN,Hai Phong,so2,24,20,20,20,0
02/09/2020,VN,Hai Phong,so2,24,17,24,18,55
02/10/2020,VN,Hai Phong,so2,24,15,26,17,42.16
04/09/2020,VN,Hai Phong,so2,24,17,26,17,55.65
07/01/2021,VN,Hai Phong,so2,24,3,19,12,346.3
21/06/2020,VN,Hai Phong,so2,23,19,20,19,1.5
25/06/2020,VN,Hai Phong,so2,72,11,23,13,132.66
30/08/2020,VN,Hai Phong,so2,24,17,21,17,16.07
21/12/2020,VN,Hai Phong,so2,24,3,9,5,43.7
15/07/2020,VN,Hai Phong,so2,24,15,29,19,158.48
31/08/2020,VN,Hai Phong,so2,24,17,30,18,115.58
13/11/2020,VN,Hai Phong,so2,24,17,21,18,8.68
13/08/2020,VN,Hai Phong,so2,12,20,20,20,0
26/02/2020,VN,Hai Phong,so2,68,9,41,13,426.98
18/03/2020,VN,Hai Phong,so2,18,17,31,18,288.11
18/06/2020,VN,Hai Phong,so2,24,19,20,19,0.42
05/04/2020,VN,Hai Phong,so2,24,22,28,23,32.1
27/08/2020,VN,Hai Phong,so2,24,17,23,18,34.78
23/11/2020,VN,Hai Phong,so2,24,17,33,20,193.04
04/07/2020,VN,Hai Phong,so2,22,19,19,19,0
24/10/2020,VN,Hai Phong,so2,24,18,18,18,0
23/03/2020,VN,Hai Phong,so2,18,17,24,17,41.47
10/04/2020,VN,Hai Phong,so2,24,24,39,29,201.72
29/06/2020,VN,Hai Phong,so2,24,19,19,19,0
18/07/2020,VN,Hai Phong,so2,24,19,19,19,0
11/08/2020,VN,Hai Phong,so2,16,20,20,20,0
27/02/2020,VN,Hai Phong,so2,54,11,48,17,586.44
12/04/2020,VN,Hai Phong,so2,24,23,28,24,26.88
07/07/2020,VN,Hai Phong,so2,18,19,19,19,0
27/11/2020,VN,Hai Phong,so2,24,17,49,19,488.7
25/10/2020,VN,Hai Phong,so2,23,18,19,18,2.02
01/11/2020,VN,Hai Phong,so2,24,17,18,18,1.45
02/11/2020,VN,Hai Phong,so2,24,17,19,18,1.67
30/10/2020,VN,Hai Phong,so2,24,17,18,18,0.42
31/10/2020,VN,Hai Phong,so2,24,17,19,18,3.75
13/12/2020,VN,Hai Phong,so2,21,2,2,2,0
19/03/2020,VN,Hai Phong,so2,18,17,32,20,202.22
25/03/2020,VN,Hai Phong,so2,18,17,17,17,0
03/10/2020,VN,Hai Phong,so2,24,17,20,17,6.96
17/06/2020,VN,Hai Phong,no2,24,4,8,6,15.49
04/01/2021,VN,Hai Phong,no2,24,4,25,12,297.81
28/12/2020,VN,Hai Phong,no2,24,5,15,11,94.33
28/10/2020,VN,Hai Phong,no2,24,2,14,3,81.67
25/11/2020,VN,Hai Phong,no2,24,3,16,7,146.67
11/08/2020,VN,Hai Phong,no2,16,3,10,6,34.5
18/08/2020,VN,Hai Phong,no2,24,3,15,7,127.66
07/09/2020,VN,Hai Phong,no2,24,3,26,6,428.41
11/09/2020,VN,Hai Phong,no2,24,4,14,8,100.85
13/11/2020,VN,Hai Phong,no2,24,2,9,4,35.2
07/12/2020,VN,Hai Phong,no2,24,2,14,4,103.03
05/04/2020,VN,Hai Phong,no2,24,2,5,3,8.41
14/07/2020,VN,Hai Phong,no2,24,2,20,7,280.22
20/01/2021,VN,Hai Phong,no2,15,4,17,8,166.95
29/02/2020,VN,Hai Phong,no2,22,2,24,6,569.98
17/12/2020,VN,Hai Phong,no2,24,1,6,3,14.49
15/11/2020,VN,Hai Phong,no2,24,2,6,3,12.97
20/06/2020,VN,Hai Phong,no2,24,3,6,5,9.28
25/08/2020,VN,Hai Phong,no2,24,6,28,12,252.59
22/08/2020,VN,Hai Phong,no2,24,4,19,7,135.36
10/09/2020,VN,Hai Phong,no2,24,3,15,8,126.01
25/07/2020,VN,Hai Phong,no2,24,3,10,5,38.97
16/08/2020,VN,Hai Phong,no2,24,4,16,7,75.2
08/09/2020,VN,Hai Phong,no2,24,7,28,12,433.84
07/01/2021,VN,Hai Phong,no2,24,4,8,5,13.62
17/03/2020,VN,Hai Phong,no2,19,6,20,11,159.3
11/04/2020,VN,Hai Phong,no2,24,6,29,16,660.8
08/10/2020,VN,Hai Phong,no2,24,2,4,3,6.01
05/12/2020,VN,Hai Phong,no2,24,1,9,3,61.67
12/12/2020,VN,Hai Phong,no2,24,2,12,6,53.32
03/07/2020,VN,Hai Phong,no2,24,4,14,7,57.39
04/07/2020,VN,Hai Phong,no2,24,4,9,7,18.48
22/06/2020,VN,Hai Phong,no2,48,2,48,6,1264.89
22/07/2020,VN,Hai Phong,no2,24,3,18,6,95.87
19/09/2020,VN,Hai Phong,no2,24,2,17,3,140.8
18/04/2020,VN,Hai Phong,no2,14,1,19,5,263.74
18/06/2020,VN,Hai Phong,no2,24,3,8,5,15.92
28/08/2020,VN,Hai Phong,no2,24,4,19,5,139.55
